dataset,model,k,accuracy,fmeasure,precision,recall,roc
abalone,gb,7,0.8144606480818268,0.8061167684819488,0.8069412711418229,0.8144606480818268,0.8829483925334873
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,27,0.9806862288464524,0.980615642041738,0.9810393221000248,0.9806862288464524,0.994921553437767


RFE
vcd,lr,5,0.8193548387096774,0.819157731956744,0.8474475307092554,0.8193548387096774,0.9152380952380952
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,17,0.500057372346529,0.4672474876151608,0.4687949485034533,0.500057372346529,0.6975886096820298
diabetes,lr,7,0.7747899159663865,0.7677731163739274,0.7707216177985277,0.7747899159663865,0.8324675052410901
heart_disease,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9027777777777776
sonar,rf,20,0.7550522648083623,0.7484221137507895,0.7905130778598701,0.7550522648083623,0.8338095485749948
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,ab,11,0.8444444444444444,0.8437310456270268,0.8462548811199024,0.8444444444444444,0.8930555555555555
chd,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9011739417989416
abalone,gb,7,0.8139821791823053,0.8059304358458362,0.8071377283050059,0.8139821791823053,0.8832161222692341
wine,ab,3,0.8815362491860214,0.8646297468869936,0.86931927570149,0.8815362491860214,0.8497725384959427
breast,lr,16,0.9824406148113646,0.9823766117947575,0.982769364905658,0.9824406148113646,0.9939370503815312


EM
vcd,rf,5,0.8290322580645162,0.8257557806838209,0.8566761227671241,0.8290322580645162,0.9116666666666668
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,13,0.5096959265633964,0.4856934024542617,0.524590487979338,0.5096959265633964,0.688617127706322
diabetes,ab,3,0.7721670486376369,0.7646038405269192,0.7690525771794532,0.7721670486376369,0.8358382250174703
heart_disease,knn,10,0.8150282485875706,0.8087381344613419,0.8370312819860949,0.8150282485875706,0.8681464947089947
sonar,knn,2,0.7504065040650406,0.7456914452332835,0.7581891216498245,0.7504065040650406,0.7911041189931349
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8352542372881355,0.8314076795345532,0.8412014438610372,0.8352542372881355,0.8627852182539684
abalone,gb,7,0.8146998825315876,0.806328779061182,0.8066944334935544,0.8146998825315876,0.8832414064533285
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


RFC
vcd,lr,5,0.8193548387096774,0.819157731956744,0.8474475307092554,0.8193548387096774,0.9152380952380952
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,14,0.5024670109007459,0.4688263421337823,0.4845472682282701,0.5024670109007459,0.6879076098501656
diabetes,lr,7,0.7747899159663865,0.7677731163739274,0.7707216177985277,0.7747899159663865,0.8324675052410901
heart_disease,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.906886574074074
sonar,rf,47,0.7548199767711963,0.7499550481330246,0.7710783458937929,0.7548199767711963,0.7976268982733513
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,gb,3,0.8481481481481483,0.846910334755371,0.8500687664825597,0.8481481481481483,0.8341666666666667
chd,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.9075644841269842
abalone,gb,7,0.8144609345901499,0.8064627639586005,0.8078454370424912,0.8144609345901499,0.8831423870701185
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,19,0.9841950007762772,0.984127503315328,0.9845509389800629,0.9841950007762772,0.9953196569598468


MUIN
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,15,0.5070281124497992,0.483121685648168,0.5237117527939423,0.5070281124497992,0.7000264981084898
diabetes,gb,5,0.7799847211611917,0.7771029963639737,0.777645335316676,0.7799847211611917,0.827104821802935
heart_disease,knn,11,0.8251977401129945,0.8167596758933492,0.8443781140567428,0.8251977401129945,0.8781622023809523
sonar,gb,49,0.7698025551684088,0.7661289568606642,0.7877471618940615,0.7698025551684088,0.8027407946744332
stroke,lr,7,0.9574255041304128,0.9373705875850646,0.9282313327774884,0.9574255041304128,0.845916055057207
shd,ab,5,0.8518518518518519,0.8511472436479247,0.8536297058546225,0.8518518518518519,0.9026388888888888
chd,knn,9,0.8216384180790961,0.81651038035967,0.8424329367915009,0.8216384180790961,0.8821056547619047
abalone,gb,7,0.8144606480818268,0.8061879594070032,0.8067896150001717,0.8144606480818268,0.8830549506953516
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,22,0.9806862288464524,0.9806180401290652,0.9809741792671433,0.9806862288464524,0.9955161849650876


EMM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,knn,11,0.5166666666666667,0.5015884918681068,0.5208869453367224,0.5166666666666667,0.655813915833248
diabetes,ab,3,0.7721670486376369,0.7646038405269192,0.7690525771794532,0.7721670486376369,0.8358382250174703
heart_disease,rf,3,0.8352542372881355,0.8314076795345532,0.8412014438610372,0.8352542372881355,0.8617559523809524
sonar,ab,9,0.7694541231126597,0.7677375457962242,0.7761590606871624,0.7694541231126597,0.8345116496775535
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8352542372881355,0.8314076795345532,0.8412014438610372,0.8352542372881355,0.8587962962962964
abalone,gb,7,0.8147001690399106,0.8066145339985583,0.8080004767952522,0.8147001690399106,0.8831634905372188
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


