dataset,model,k,accuracy,fmeasure,precision,recall,roc
abalone,rf,7,0.8185307853193136,0.807225030069963,0.8017732063465015,0.8185307853193136,0.8765158429688228
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,27,0.9806862288464524,0.9806454925390692,0.980834458569278,0.9806862288464524,0.995844663155505


RFE
vcd,lr,5,0.8193548387096774,0.819157731956744,0.8474475307092554,0.8193548387096774,0.9152380952380952
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,16,0.5072289156626505,0.4825444095598915,0.5097110202528403,0.5072289156626505,0.7054448091023809
diabetes,rf,6,0.7773873185637892,0.7717224685912065,0.7755571196738782,0.7773873185637892,0.8326540880503146
heart_disease,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9027777777777776
sonar,rf,8,0.7601626016260162,0.7557060937023647,0.7876353439665792,0.7601626016260162,0.824749323902642
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,ab,11,0.8444444444444444,0.8437310456270268,0.8462548811199024,0.8444444444444444,0.8930555555555555
chd,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9011739417989416
abalone,gb,7,0.8149394034896714,0.8071114386701392,0.8082040173763545,0.8149394034896714,0.8833121702268469
wine,ab,7,0.8785869329281528,0.8587789322315921,0.8704212606912568,0.8785869329281528,0.8766954188230784
breast,lr,16,0.9824406148113646,0.9823766117947575,0.982769364905658,0.9824406148113646,0.994003816178726


EM
vcd,lr,4,0.8193548387096774,0.819157731956744,0.8474475307092554,0.8193548387096774,0.9154761904761906
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,knn,11,0.5166666666666667,0.5015884918681068,0.5208869453367224,0.5166666666666667,0.655813915833248
diabetes,ab,3,0.7721670486376369,0.7646038405269192,0.7690525771794532,0.7721670486376369,0.8358382250174703
heart_disease,lr,4,0.8251977401129944,0.8226608311054935,0.8290128033398692,0.8251977401129944,0.8804232804232803
sonar,knn,2,0.7504065040650406,0.7456914452332835,0.7581891216498245,0.7504065040650406,0.7911041189931349
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8319209039548022,0.827342891301344,0.838250318379132,0.8319209039548022,0.857638888888889
abalone,gb,7,0.8151786379394321,0.8069915423124087,0.8081977713593235,0.8151786379394321,0.8831684928907583
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


RFC
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,15,0.5096959265633965,0.4779398224803807,0.4955923565248524,0.5096959265633965,0.6957761008232998
diabetes,lr,7,0.7747899159663865,0.7677731163739274,0.7707216177985277,0.7747899159663865,0.8324675052410901
heart_disease,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.906886574074074
sonar,nb,2,0.7511033681765389,0.7488971439038902,0.7638030004428857,0.7511033681765389,0.7712481797378823
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,ab,11,0.8444444444444444,0.8437310456270268,0.8462548811199024,0.8444444444444444,0.8930555555555555
chd,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.9075644841269842
abalone,gb,7,0.8151786379394321,0.8070574018939809,0.8079210668106922,0.8151786379394321,0.8832274035154356
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,21,0.9806862288464524,0.9805992829119328,0.9810690109409222,0.9806862288464524,0.9955161633019476


MUIN
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,12,0.5236947791164658,0.4992402415511659,0.5362021241892866,0.5236947791164658,0.6976674239324466
diabetes,gb,6,0.7773788303200069,0.7743092726163268,0.7740677857654596,0.7773788303200069,0.828227463312369
heart_disease,knn,9,0.8184745762711862,0.8099637303737837,0.8374149341793995,0.8184745762711862,0.8718543320105819
sonar,nb,2,0.7511033681765389,0.7488971439038902,0.7638030004428857,0.7511033681765389,0.7712481797378823
stroke,lr,8,0.9574255041304128,0.936994877318823,0.925201200882778,0.9574255041304128,0.8463674104826154
shd,ab,10,0.8555555555555555,0.854566440808042,0.8568159935358391,0.8555555555555555,0.9016666666666666
chd,knn,9,0.8216384180790961,0.81651038035967,0.8424329367915009,0.8216384180790961,0.8821056547619047
abalone,gb,7,0.8144606480818268,0.8061826280635209,0.8066645665931917,0.8144606480818268,0.8831242037852374
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,22,0.9806862288464524,0.9806180401290652,0.9809741792671433,0.9806862288464524,0.9955161849650876


EMM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,13,0.5023235800344233,0.4760931029941454,0.5062570242036263,0.5023235800344233,0.6968442555308801
diabetes,ab,3,0.7721670486376369,0.7646038405269192,0.7690525771794532,0.7721670486376369,0.8358382250174703
heart_disease,knn,12,0.8217514124293785,0.8166117556733482,0.8397391582930244,0.8217514124293785,0.8708291997354497
sonar,rf,8,0.7736353077816494,0.7673797784850032,0.781380925724604,0.7736353077816494,0.8158014354066985
stroke,lr,7,0.9574255041304128,0.936994877318823,0.925201200882778,0.9574255041304128,0.8465612721476757
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,lr,12,0.815141242937853,0.8008784844467602,0.848515588567742,0.815141242937853,0.909160052910053
abalone,gb,7,0.8139821791823053,0.8058410940104299,0.8068740713285576,0.8139821791823053,0.883052410605598
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


