dataset,model,k,accuracy,fmeasure,precision,recall,roc
abalone,rf,7,0.8175738475202706,0.8063268212953683,0.8004607614975029,0.8175738475202706,0.8761996427030413
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,21,0.9806862288464524,0.9806180401290652,0.9809741792671433,0.9806862288464524,0.9954506756300076


RFE
vcd,ab,4,0.8096774193548386,0.8103887982556177,0.8467255220325478,0.8096774193548386,0.9016666666666666
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,17,0.5239529546758462,0.5023040356651807,0.5192228428967629,0.5239529546758462,0.7080352328964102
diabetes,lr,7,0.7747899159663865,0.7677731163739274,0.7707216177985277,0.7747899159663865,0.8324675052410901
heart_disease,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9027777777777776
sonar,rf,7,0.7605110336817654,0.7567987776860539,0.7820806803200754,0.7605110336817654,0.8132478676929479
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,ab,11,0.8444444444444444,0.8437310456270268,0.8462548811199024,0.8444444444444444,0.8930555555555555
chd,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9011739417989416
abalone,gb,7,0.8146998825315876,0.806328779061182,0.8066944334935544,0.8146998825315876,0.88325201867529
wine,ab,3,0.8815362491860214,0.8646297468869936,0.86931927570149,0.8815362491860214,0.8497725384959427
breast,lr,16,0.9824406148113646,0.9823766117947575,0.982769364905658,0.9824406148113646,0.9939370503815312


EM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,knn,6,0.5048766494549627,0.4875184255737018,0.5124746043442665,0.5048766494549627,0.6618406409679198
diabetes,lr,5,0.7708683473389355,0.7625831986844046,0.7662935301204801,0.7708683473389355,0.8288930817610064
heart_disease,lr,5,0.8185875706214688,0.7995366085527342,0.8568346585435705,0.8185875706214688,0.9021494708994708
sonar,ab,32,0.7545876887340301,0.7514910673520185,0.769341481418001,0.7545876887340301,0.8186769294778447
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8250847457627118,0.8212674358996253,0.8320372124174369,0.8250847457627118,0.8598007605820106
abalone,gb,7,0.8144603615735038,0.806160659263617,0.8067143588197137,0.8144603615735038,0.8831703655618748
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


RFC
vcd,lr,4,0.8193548387096774,0.819157731956744,0.8474475307092554,0.8193548387096774,0.9154761904761906
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,14,0.5191336775674125,0.4886886967727217,0.5081346244743647,0.5191336775674125,0.7178413440798953
diabetes,rf,7,0.7773873185637891,0.7716791969354112,0.7746598952054884,0.7773873185637891,0.8367148846960168
heart_disease,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.906886574074074
sonar,nb,2,0.7511033681765389,0.7488971439038902,0.7638030004428857,0.7511033681765389,0.7712481797378823
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,gb,3,0.8481481481481483,0.846910334755371,0.8500687664825597,0.8481481481481483,0.8341666666666667
chd,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.9075644841269842
abalone,gb,7,0.8149391169813484,0.8065649677208535,0.806986909564243,0.8149391169813484,0.8831168230365274
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,18,0.9841950007762772,0.9841556170633584,0.984344529563127,0.9841950007762772,0.9953196569598468


MUIN
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,16,0.5118760757314975,0.4866848400482643,0.5038196510539604,0.5118760757314975,0.6938964240364024
diabetes,gb,6,0.7773703420762244,0.7745355761495022,0.7742340667655532,0.7773703420762244,0.8278494060097833
heart_disease,lr,11,0.8152542372881356,0.7962209276900492,0.8519782322043392,0.8152542372881356,0.9048032407407408
sonar,rf,18,0.7551684088269454,0.7506326842108814,0.7778068343967174,0.7551684088269454,0.7959746203453296
stroke,lr,8,0.9574255041304128,0.9373705875850646,0.9282313327774884,0.9574255041304128,0.8450280475449132
shd,ab,7,0.8666666666666666,0.8660177949389724,0.8680427985214101,0.8666666666666666,0.9073611111111112
chd,knn,9,0.8216384180790961,0.81651038035967,0.8424329367915009,0.8216384180790961,0.8821056547619047
abalone,gb,7,0.8146995960232646,0.80624099017734,0.8070204993188336,0.8146995960232646,0.8832942723078488
wine,ab,3,0.8778624918602128,0.855167186972906,0.8627148536584341,0.8778624918602128,0.8788384128809661
breast,lr,22,0.9806862288464524,0.9806180401290652,0.9809741792671433,0.9806862288464524,0.9955161849650876


EMM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,14,0.5167240390131956,0.4906923190224825,0.513237265509248,0.5167240390131956,0.7089466367418173
diabetes,ab,3,0.7721670486376369,0.7646038405269192,0.7690525771794532,0.7721670486376369,0.8358382250174703
heart_disease,knn,10,0.8150282485875706,0.8087381344613419,0.8370312819860949,0.8150282485875706,0.8681464947089947
sonar,gb,13,0.7744483159117305,0.7711778251935167,0.7894103094675003,0.7744483159117305,0.8470449344705637
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8352542372881355,0.8314076795345532,0.8412014438610372,0.8352542372881355,0.857638888888889
abalone,gb,7,0.8146998825315876,0.8063529176439861,0.8072341781623855,0.8146998825315876,0.8829705986465868
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


