dataset,model,k,accuracy,fmeasure,precision,recall,roc
abalone,rf,7,0.8173326075122482,0.8060711796896577,0.8012488479854702,0.8173326075122482,0.8767421036180929
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,18,0.97893184288154,0.9788852444876008,0.97916446223803,0.97893184288154,0.9947952573321064


RFE
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,13,0.5024956970740103,0.464114054313308,0.4951390615819349,0.5024956970740103,0.6985646517139678
diabetes,rf,5,0.7760886172650878,0.771517237526768,0.773363027678306,0.7760886172650878,0.8221670160726763
heart_disease,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9027777777777776
sonar,gb,11,0.7599303135888501,0.7564891443156597,0.7777194145786559,0.7599303135888501,0.8183388807988351
stroke,rf,8,0.9576293777287818,0.938250150033928,0.9385770233931116,0.9576293777287818,0.7767868263029134
shd,ab,11,0.8444444444444444,0.8437310456270268,0.8462548811199024,0.8444444444444444,0.8930555555555555
chd,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9011739417989416
abalone,rf,7,0.8154187319141621,0.8045668606749652,0.7984895134041844,0.8154187319141621,0.8753633084607593
wine,ab,7,0.8785869329281528,0.8587789322315921,0.8704212606912568,0.8785869329281528,0.8766954188230784
breast,lr,22,0.9824406148113648,0.9823776263609864,0.98277414416073,0.9824406148113648,0.9953832599386152


EM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,17,0.5239242685025818,0.4987550974479877,0.52758243002843,0.5239242685025818,0.7131941966528259
diabetes,lr,5,0.7708683473389355,0.7625831986844046,0.7662935301204801,0.7708683473389355,0.8288930817610064
heart_disease,rf,3,0.8216949152542373,0.8170390877192822,0.8307820151229889,0.8216949152542373,0.862037037037037
sonar,knn,2,0.7504065040650406,0.7456914452332835,0.7581891216498245,0.7504065040650406,0.7911041189931349
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,ab,3,0.8184745762711862,0.8169856470354846,0.8226669335021202,0.8184745762711862,0.8540013227513228
abalone,gb,7,0.8146998825315876,0.8063698723642381,0.8072264056453898,0.8146998825315876,0.8830591271294649
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


RFC
vcd,rf,5,0.8096774193548386,0.8053767280542357,0.8527796126676119,0.8096774193548386,0.9097619047619048
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,15,0.519162363740677,0.4854671678161713,0.4957847183061906,0.519162363740677,0.7051475361836145
diabetes,rf,7,0.7748153806977336,0.7681628513415971,0.7742941782341544,0.7748153806977336,0.8355363382250175
heart_disease,lr,5,0.8118079096045197,0.7952628337400494,0.8488491815214199,0.8118079096045197,0.906886574074074
sonar,nb,2,0.7511033681765389,0.7488971439038902,0.7638030004428857,0.7511033681765389,0.7712481797378823
stroke,lr,9,0.9576291701181926,0.9374811737187128,0.9296651759756086,0.9576291701181926,0.8442066375071045
shd,ab,4,0.8444444444444444,0.8438555521961473,0.8454481556119487,0.8444444444444444,0.8966666666666668
chd,lr,10,0.8084745762711864,0.7917509294405795,0.8433488637616916,0.8084745762711864,0.9011739417989416
abalone,gb,7,0.8146998825315876,0.8063698723642381,0.8072264056453898,0.8146998825315876,0.8830950051542803
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,17,0.9806862288464524,0.9806270733501726,0.9809258100520096,0.9806862288464524,0.9939389350747032


MUIN
vcd,lr,4,0.8258064516129032,0.825633597161486,0.8553988755086903,0.8258064516129032,0.9145238095238096
parkinsons,knn,3,0.8974358974358975,0.8881105227617603,0.9214611904270348,0.8974358974358975,0.9621072796934864
cirrhosis,rf,17,0.5069420539300057,0.4723157600149215,0.4814891620812867,0.5069420539300057,0.7051516334035988
diabetes,gb,6,0.7786775316187081,0.7760181128013685,0.7759151780690343,0.7786775316187081,0.8273941299790357
heart_disease,lr,9,0.8118644067796609,0.7952449708676405,0.8478802684332003,0.8118644067796609,0.9025958994708996
sonar,gb,32,0.7552845528455284,0.7503660255191132,0.7736414641737455,0.7552845528455284,0.7986384439359269
stroke,lr,9,0.9574255041304128,0.9373705875850646,0.9282313327774884,0.9574255041304128,0.8439482788444905
shd,ab,11,0.8555555555555555,0.854566440808042,0.8568159935358391,0.8555555555555555,0.9016666666666666
chd,knn,9,0.818361581920904,0.811075904380244,0.8411107548386292,0.818361581920904,0.8783027447089946
abalone,gb,7,0.8149394034896714,0.8069112113986856,0.8078916308602035,0.8149394034896714,0.8829786929127993
wine,ab,7,0.8785869329281528,0.8594409761510262,0.8662640782536382,0.8785869329281528,0.8761529614721105
breast,lr,22,0.9806862288464524,0.9806180401290652,0.9809741792671433,0.9806862288464524,0.9955161849650876


EMM
vcd,knn,3,0.8161290322580645,0.8143324669652777,0.8490521126156347,0.8161290322580645,0.893690476190476
parkinsons,knn,5,0.8923076923076924,0.8955885969598343,0.9153747686005752,0.8923076923076924,0.922669220945083
cirrhosis,rf,14,0.5070567986230637,0.4702488715997699,0.4994975688580254,0.5070567986230637,0.6912036464462347
diabetes,rf,7,0.7800016976487564,0.7745920404616738,0.7787979583972152,0.7800016976487564,0.8329461914744932
heart_disease,knn,10,0.8150282485875706,0.8087381344613419,0.8370312819860949,0.8150282485875706,0.8681464947089947
sonar,ab,9,0.7695702671312427,0.7650796206605086,0.7868872071816885,0.7695702671312427,0.766960162263366
stroke,lr,6,0.9576291701181926,0.9370967146704888,0.9252095475895524,0.9576291701181926,0.8470627919045148
shd,nb,7,0.8555555555555555,0.8549396448555123,0.8566381689874702,0.8555555555555555,0.8869444444444443
chd,rf,3,0.8352542372881355,0.8314076795345532,0.8412014438610372,0.8352542372881355,0.8624503968253968
abalone,gb,7,0.8144606480818268,0.8062895414505151,0.8069202651462701,0.8144606480818268,0.883256065239977
wine,ab,2,0.8844774256566096,0.8666285850204949,0.8699429570952587,0.8844774256566096,0.8582429237748386
breast,lr,25,0.9806862288464524,0.9806166875346004,0.9809728802031188,0.9806862288464524,0.9957148792843192


